Rk,Player,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
391,Theo Pinson\pinsoth01,16.9,22.4,-1.0,0.5,-0.6,-0.074,-6.9,-0.2,-7.1,-0.5
392,Mason Plumlee\plumlma01,18.9,18.4,1.7,1.3,3.0,.162,0.2,2.0,2.2,1.0
393,Jakob Poeltl\poeltja01,15.2,13.3,2.0,1.3,3.3,.165,0.8,2.3,3.1,1.2
394,Vincent Poirier\poirivi01,14.3,15.8,0.1,0.2,0.3,.124,-4.5,0.7,-3.8,-0.1
395,Shamorie Ponds\pondssh01,0.0,22.9,0.1,0.0,0.1,.451,8.4,5.3,13.7,0.0
396,Jordan Poole\poolejo01,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5
397,Kevin Porter Jr.\porteke02,16.7,20.5,-0.3,0.6,0.3,.011,-3.2,-0.6,-3.7,-0.5
398,Michael Porter Jr.\portemi01,10.3,22.0,1.0,0.9,2.0,.141,1.4,-0.7,0.8,0.5
399,Otto Porter\porteot01,6.8,21.0,0.4,0.4,0.8,.112,0.9,0.2,1.0,0.3
400,Bobby Portis\portibo01,10.4,21.4,0.9,1.0,1.9,.064,0.1,-1.1,-1.0,0.3
401,Kristaps Porziņģis\porzikr01,8.5,26.6,1.7,2.6,4.3,.129,1.2,0.3,1.5,1.4
402,Dwight Powell\poweldw01,11.5,12.7,2.6,1.1,3.7,.169,0.4,1.0,1.4,0.9
403,Norman Powell\powelno01,10.0,21.5,2.2,1.9,4.2,.157,1.4,0.9,2.3,1.4
404,Chasson Randle\randlch01,0.0,7.1,0.0,0.0,0.0,.044,-5.9,0.1,-5.8,0.0
405,Julius Randle\randlju01,14.3,27.6,1.0,1.7,2.7,.062,0.7,-1.0,-0.3,0.9
406,Josh Reaves\reavejo02,0.0,42.8,0.0,0.0,0.0,-1.036,-24.4,-15.1,-39.5,0.0
407,Cam Reddish\reddica01,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.2,-1.0,-4.2,-0.9
408,J.J. Redick\redicjj01,9.4,19.9,3.2,0.6,3.7,.125,2.0,-1.6,0.4,0.9
409,Naz Reid\reidna01,7.6,24.0,0.2,0.6,0.8,.074,-1.6,-0.3,-1.9,0.0
410,Josh Richardson\richajo01,12.6,21.1,0.3,1.6,1.9,.062,-1.5,-0.2,-1.7,0.1
411,Austin Rivers\riverau01,6.9,14.9,1.3,1.0,2.2,.077,-1.9,-0.4,-2.3,-0.1
412,Duncan Robinson\robindu01,8.6,15.8,3.2,1.5,4.7,.116,1.2,-0.9,0.3,1.1
413,Glenn Robinson III\robingl02,7.9,16.4,2.0,0.8,2.8,.077,-0.5,-1.1,-1.6,0.2
413,Glenn Robinson III\robingl02,8.5,16.6,1.5,0.6,2.1,.067,-0.5,-1.2,-1.7,0.1
413,Glenn Robinson III\robingl02,3.8,14.8,0.5,0.2,0.7,.147,-0.2,-0.9,-1.1,0.1
414,Jerome Robinson\robinje01,12.9,14.6,-0.7,0.7,0.0,.003,-4.6,0.1,-4.5,-0.5
414,Jerome Robinson\robinje01,15.3,14.9,-0.6,0.6,0.0,-0.002,-5.4,0.6,-4.8,-0.3
414,Jerome Robinson\robinje01,8.7,14.1,-0.1,0.1,0.1,.011,-3.3,-0.6,-3.9,-0.1
415,Justin Robinson\robinju01,20.0,12.7,0.0,0.0,0.0,.006,-2.6,-3.1,-5.7,0.0
416,Mitchell Robinson\robinmi01,8.3,13.3,4.8,2.0,6.8,.230,1.6,1.3,3.0,1.8
417,Isaiah Roby\robyis01,50.0,8.0,-0.1,0.0,0.0,-0.191,-12.0,-3.5,-15.5,0.0
418,Rajon Rondo\rondora01,20.8,18.7,0.2,1.3,1.5,.073,-1.1,0.0,-1.2,0.2
419,Derrick Rose\rosede01,13.4,31.6,1.9,0.6,2.5,.093,4.0,-1.7,2.2,1.4
420,Terrence Ross\rosste01,6.8,22.8,1.0,1.8,2.9,.080,0.0,-0.3,-0.4,0.7
421,Terry Rozier\roziete01,12.1,23.7,1.9,1.1,3.0,.067,0.8,-1.3,-0.4,0.8
422,Ricky Rubio\rubiori01,18.1,20.2,2.4,1.7,4.1,.109,0.5,0.2,0.7,1.2
423,D'Angelo Russell\russeda01,13.6,31.5,1.1,0.7,1.8,.060,3.8,-1.9,1.9,1.4
423,D'Angelo Russell\russeda01,12.6,32.2,0.9,0.4,1.3,.059,4.5,-1.9,2.6,1.2
423,D'Angelo Russell\russeda01,16.4,29.5,0.2,0.3,0.5,.064,1.8,-1.7,0.2,0.2
424,Domantas Sabonis\sabondo01,14.8,23.4,4.2,3.3,7.6,.168,2.1,1.1,3.2,2.9
425,Luka Šamanić\samanlu01,0.0,14.5,-0.1,0.0,-0.1,-0.252,-7.4,-4.5,-11.9,0.0
426,JaKarr Sampson\sampsja02,7.2,12.5,0.4,0.4,0.8,.117,-2.7,0.8,-1.8,0.0
427,Dario Šarić\saricda01,12.3,17.2,1.5,1.2,2.7,.091,-0.5,-0.4,-0.9,0.4
428,Tomáš Satoranský\satorto01,17.7,16.7,1.8,1.7,3.5,.090,-1.0,-0.2,-1.2,0.4
429,Admiral Schofield\schofad01,8.0,12.5,0.1,0.0,0.1,.020,-4.2,-1.1,-5.3,-0.2
430,Dennis Schröder\schrode01,13.2,27.2,1.9,1.6,3.5,.086,1.1,-1.2,-0.1,1.0
431,Mike Scott\scottmi01,6.7,13.8,1.0,1.1,2.1,.089,-1.2,-1.1,-2.3,-0.1
432,Thabo Sefolosha\sefolth01,13.7,10.4,0.1,0.6,0.7,.073,-2.7,1.6,-1.1,0.1
433,Collin Sexton\sextoco01,11.6,27.2,2.2,0.3,2.5,.057,0.3,-2.1,-1.8,0.1
434,Landry Shamet\shamela01,8.7,13.3,1.7,1.0,2.7,.100,-1.4,-0.2,-1.6,0.1
435,Marial Shayok\shayoma01,16.7,25.9,-0.1,0.0,0.0,-0.227,-8.7,-2.6,-11.3,0.0
436,Iman Shumpert\shumpim01,13.0,13.4,-0.3,0.3,0.0,-0.001,-6.4,0.8,-5.6,-0.2
437,Pascal Siakam\siakapa01,10.5,28.5,2.0,3.2,5.2,.133,1.7,0.5,2.2,2.0
438,Chris Silva\silvach01,25.5,17.5,0.7,0.5,1.1,.178,-3.4,0.9,-2.5,0.0
439,Ben Simmons\simmobe01,20.6,20.9,3.8,3.2,7.0,.174,1.4,2.4,3.9,2.9
440,Anfernee Simons\simonan01,9.7,19.0,0.1,0.2,0.3,.010,-2.5,-1.8,-4.4,-0.8
441,Alen Smailagić\smailal01,18.5,18.2,0.2,0.1,0.2,.081,-1.3,-0.8,-2.1,0.0
442,Marcus Smart\smartma01,11.5,19.3,1.7,2.4,4.1,.115,0.2,1.3,1.6,1.5
443,Dennis Smith Jr.\smithde03,19.8,23.1,-1.3,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6
444,Ish Smith\smithis01,11.2,18.3,1.3,0.4,1.7,.053,-0.3,-1.1,-1.4,0.2
445,Zhaire Smith\smithzh01,13.6,19.9,-0.1,0.1,-0.1,-0.118,-10.8,0.8,-10.0,-0.1
446,Tony Snell\snellto01,7.3,11.4,2.1,0.5,2.6,.076,-1.1,-0.6,-1.8,0.1
447,Omari Spellman\spellom01,13.9,18.8,0.5,0.7,1.2,.065,-0.7,-1.0,-1.7,0.1
448,Max Strus\strusma01,0.0,24.4,0.0,0.0,0.0,.317,5.4,-1.0,4.4,0.0
449,Edmond Sumner\sumneed01,13.9,17.4,-0.1,0.4,0.3,.039,-3.6,0.4,-3.1,-0.1
450,Caleb Swanigan\swanica01,40.4,13.5,-0.2,0.2,0.0,.007,-6.3,0.2,-6.0,-0.3
450,Caleb Swanigan\swanica01,55.1,20.6,-0.1,0.0,-0.1,-0.175,-14.6,3.4,-11.2,-0.1
450,Caleb Swanigan\swanica01,38.5,12.9,-0.1,0.2,0.1,.023,-5.5,0.0,-5.6,-0.2
451,Jayson Tatum\tatumja01,9.7,28.6,2.9,3.4,6.2,.147,3.3,0.6,3.9,3.0
452,Jeff Teague\teaguje01,16.8,19.5,1.9,0.6,2.5,.082,-0.2,-1.3,-1.5,0.2
452,Jeff Teague\teaguje01,16.4,20.2,1.7,0.4,2.1,.108,0.6,-1.2,-0.6,0.3
452,Jeff Teague\teaguje01,17.5,18.3,0.2,0.2,0.4,.035,-1.6,-1.5,-3.1,-0.2
453,Garrett Temple\templga01,9.3,16.6,0.5,1.6,2.1,.065,-1.5,0.4,-1.1,0.4
454,Daniel Theis\theisda01,10.1,14.7,3.6,2.3,5.9,.205,0.4,1.8,2.3,1.5
455,Isaiah Thomas\thomais02,14.4,24.1,0.2,-0.1,0.0,.001,-0.5,-3.9,-4.4,-0.6
456,Khyri Thomas\thomakh01,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.1,-1.8,-7.9,-0.1
457,Matt Thomas\thomama02,9.4,17.0,0.5,0.4,0.9,.137,1.0,0.4,1.4,0.3
458,Tristan Thompson\thomptr01,14.0,18.3,2.0,1.1,3.1,.085,-0.2,-1.3,-1.5,0.2
459,Matisse Thybulle\thybuma01,15.1,11.6,0.1,1.8,1.9,.084,-3.0,3.1,0.1,0.6
460,Anthony Tolliver\tollian01,15.3,11.4,-0.1,0.4,0.3,.018,-3.1,-0.7,-3.8,-0.3
460,Anthony Tolliver\tollian01,14.3,11.2,0.2,0.2,0.4,.033,-2.4,-0.9,-3.3,-0.2
460,Anthony Tolliver\tollian01,18.3,11.6,-0.2,0.1,-0.2,-0.099,-7.8,-0.9,-8.8,-0.1
460,Anthony Tolliver\tollian01,18.0,12.0,0.0,0.1,0.1,.026,-3.4,0.3,-3.0,0.0
461,Juan Toscano-Anderson\toscaju01,19.7,12.7,-0.1,0.2,0.2,.030,-3.9,0.4,-3.5,-0.1
462,Karl-Anthony Towns\townska01,13.2,28.8,3.8,1.3,5.1,.205,7.0,0.8,7.8,2.9
463,Gary Trent Jr.\trentga02,4.9,15.4,1.2,0.4,1.6,.071,-0.5,-0.6,-1.1,0.3
464,Allonzo Trier\trieral01,15.0,21.4,0.5,0.1,0.5,.087,1.0,-1.5,-0.5,0.1
465,P.J. Tucker\tuckepj01,14.6,8.6,1.8,2.2,3.9,.086,-2.2,0.6,-1.6,0.2
466,Rayjon Tucker\tuckera01,12.4,13.6,-0.1,0.1,0.0,-0.009,-6.7,-1.2,-7.9,-0.1
467,Evan Turner\turneev01,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2
468,Myles Turner\turnemy01,10.5,17.5,1.0,2.8,3.7,.111,-0.9,1.1,0.2,0.9
469,Jarrod Uthoff\uthofja01,0.0,23.4,-0.1,0.0,0.0,-0.167,-11.0,-2.5,-13.5,0.0
470,Jonas Valančiūnas\valanjo01,12.8,21.4,3.8,2.4,6.2,.182,2.2,0.0,2.3,1.8
471,Denzel Valentine\valende01,9.8,23.3,-0.1,0.6,0.5,.048,-0.7,0.2,-0.5,0.2
472,Jarred Vanderbilt\vandeja01,44.1,14.9,-0.1,0.1,0.0,-0.020,-6.6,0.6,-5.9,0.0
472,Jarred Vanderbilt\vandeja01,50.0,14.8,-0.1,0.1,0.0,-0.035,-7.1,1.1,-6.0,0.0
472,Jarred Vanderbilt\vandeja01,0.0,15.5,0.0,0.0,0.0,.104,-2.8,-2.8,-5.6,0.0
473,Fred VanVleet\vanvlfr01,12.4,22.0,2.2,2.7,4.9,.136,1.0,1.3,2.3,1.8
474,Gabe Vincent\vincega01,0.0,20.0,-0.1,0.0,-0.1,-0.105,-6.7,-2.9,-9.6,-0.1
475,Noah Vonleh\vonleno01,17.0,14.0,0.6,0.4,1.0,.126,-1.2,0.3,-0.8,0.1
475,Noah Vonleh\vonleno01,16.2,13.9,0.5,0.3,0.9,.123,-1.4,0.4,-1.0,0.1
475,Noah Vonleh\vonleno01,34.0,15.0,0.1,0.0,0.1,.185,4.3,-1.6,2.7,0.0
476,Nikola Vučević\vucevni01,7.3,25.8,2.9,2.6,5.5,.150,3.4,0.6,4.0,2.7
477,Dean Wade\wadede01,18.2,9.9,0.1,0.1,0.2,.104,-1.7,0.5,-1.2,0.0
478,Moritz Wagner\wagnemo01,17.2,18.8,1.3,0.5,1.8,.122,-1.2,-0.3,-1.6,0.1
479,Dion Waiters\waitedi01,10.2,30.9,-0.1,0.1,0.0,-0.001,2.4,-0.6,1.8,0.0
480,Kemba Walker\walkeke02,10.3,27.8,3.5,1.9,5.4,.163,5.0,-0.2,4.7,2.7
481,Lonnie Walker\walkelo01,9.6,18.2,0.0,0.5,0.5,.028,-2.5,-0.7,-3.2,-0.2
482,Tyrone Wallace\wallaty01,16.3,16.0,-0.3,0.1,-0.3,-0.075,-7.7,-1.0,-8.7,-0.3
483,Taurean Prince\princta02,14.0,20.4,-1.7,2.4,0.7,.019,-2.9,-0.1,-3.0,-0.5
484,Derrick Walton\waltode01,10.4,8.1,0.4,0.2,0.6,.112,-2.3,1.3,-1.1,0.1
484,Derrick Walton\waltode01,9.1,8.2,0.4,0.2,0.5,.113,-2.2,0.9,-1.4,0.0
484,Derrick Walton\waltode01,25.0,6.7,0.0,0.0,0.1,.104,-2.8,4.6,1.8,0.0
485,Brad Wanamaker\wanambr01,15.9,15.4,1.2,1.5,2.7,.108,-2.5,1.2,-1.3,0.2
486,T.J. Warren\warretj01,7.5,22.8,3.1,2.2,5.3,.129,0.4,-0.2,0.2,1.1
487,P.J. Washington\washipj01,12.5,18.6,0.5,1.4,2.0,.054,-1.7,0.1,-1.6,0.2
488,Yuta Watanabe\watanyu01,5.8,14.5,0.0,0.1,0.1,.047,-3.6,1.0,-2.6,0.0
489,Tremont Waters\watertr01,21.0,22.9,-0.2,0.1,-0.1,-0.045,-6.6,0.1,-6.5,-0.1
490,Paul Watson\watsopa01,0.0,14.8,-0.1,0.0,-0.1,-0.181,-8.0,0.8,-7.3,0.0
490,Paul Watson\watsopa01,0.0,17.1,-0.1,0.0,-0.1,-0.320,-12.3,-1.6,-13.9,-0.1
490,Paul Watson\watsopa01,0.0,10.1,0.0,0.0,0.0,.114,1.1,5.8,6.9,0.0
491,Quinndary Weatherspoon\weathqu01,0.0,8.7,-0.1,0.0,-0.1,-0.197,-9.1,-6.0,-15.1,-0.1
492,Russell Westbrook\westbru01,14.9,34.4,2.1,2.3,4.3,.109,1.9,-0.1,1.8,1.8
493,Coby White\whiteco01,11.4,24.4,-0.4,1.4,0.9,.026,-1.2,-1.6,-2.8,-0.3
494,Derrick White\whitede01,12.2,18.2,2.5,0.9,3.4,.110,0.7,0.2,0.9,1.1
495,Hassan Whiteside\whiteha01,13.1,19.8,5.1,3.0,8.1,.204,2.5,0.7,3.2,2.5
496,Andrew Wiggins\wiggian01,10.7,27.4,0.9,1.1,1.9,.050,1.1,-1.5,-0.3,0.8
496,Andrew Wiggins\wiggian01,10.8,28.0,0.6,0.8,1.4,.046,1.2,-1.5,-0.4,0.6
496,Andrew Wiggins\wiggian01,10.4,25.4,0.2,0.3,0.5,.064,1.0,-1.1,-0.2,0.2
497,Grant Williams\willigr01,17.7,11.5,0.2,1.3,1.5,.075,-4.0,1.4,-2.6,-0.1
498,Johnathan Williams\willijo04,12.8,9.6,0.3,0.1,0.3,.116,-0.5,-1.3,-1.8,0.0
499,Kenrich Williams\willike04,12.0,9.2,0.1,0.8,0.8,.052,-3.3,1.0,-2.3,-0.1
500,Lou Williams\willilo02,14.4,28.3,2.2,1.7,3.9,.107,2.1,-1.4,0.8,1.2
501,Marvin Williams\willima02,9.3,13.0,1.0,1.0,2.1,.099,-1.7,1.0,-0.7,0.3
501,Marvin Williams\willima02,9.7,14.0,0.8,0.6,1.5,.087,-1.6,0.4,-1.2,0.2
501,Marvin Williams\willima02,6.9,8.9,0.2,0.4,0.6,.148,-2.0,3.4,1.4,0.2
502,Robert Williams\williro04,21.5,12.3,0.6,0.8,1.4,.205,-0.6,4.4,3.8,0.5
503,Nigel Williams-Goss\willini01,20.2,15.5,-0.1,0.0,0.0,-0.045,-5.1,1.1,-3.9,0.0
504,Zion Williamson\willizi01,12.4,29.6,1.3,0.4,1.8,.149,3.5,-1.1,2.4,0.6
505,D.J. Wilson\wilsodj01,12.5,17.7,-0.2,0.5,0.3,.055,-3.9,0.3,-3.6,-0.1
506,Justise Winslow\winslju01,14.6,20.7,-0.4,0.4,0.0,-0.003,-3.5,-0.1,-3.5,-0.1
507,Christian Wood\woodch01,12.0,23.0,3.6,1.5,5.1,.184,3.5,-0.3,3.1,1.7
508,Delon Wright\wrighde01,13.9,14.8,2.6,1.8,4.3,.148,0.4,2.0,2.4,1.6
509,Justin Wright-Foreman\wrighju02,,0.0,0.0,0.0,0.0,.010,-6.1,-0.9,-7.0,0.0
510,Thaddeus Young\youngth01,13.9,19.7,-0.2,2.1,1.9,.058,-1.4,0.2,-1.1,0.4
511,Trae Young\youngtr01,16.2,34.9,5.4,0.5,5.9,.134,6.3,-2.3,4.0,3.2
512,Cody Zeller\zelleco01,11.9,20.8,2.4,1.2,3.6,.129,0.2,-0.8,-0.6,0.5
513,Ante Žižić\zizican01,11.1,17.5,0.3,0.2,0.5,.106,-1.7,-1.5,-3.2,-0.1
514,Ivica Zubac\zubaciv01,11.8,16.2,3.6,2.0,5.6,.231,1.5,1.0,2.5,1.3
